issue,page_number,scan_rel_path,index,x0,y0,x1,y1,dpi,verdict,reason,inner_v,inner_h,gutters,gutter_share,line_span,lattice,glyph_share,glyph_of_ink,edge_fill,cells,filled_cells
1969_02,35,1969/02/IMG_0071_1L.tif,0,63,580,816,924,150,таблица,,7.0,3.0,2.0,0.055,0.06,1.0,0.0672,0.641,0.778,19.0,0.947
1969_02,39,1969/02/IMG_0073_1L.tif,0,218,93,463,443,150,нет,"не таблица: рёбер на месте 58%, букв в краске 7%, колонок 37",37.0,3.0,3.0,0.31,0.061,1.0,0.0106,0.074,0.575,15.0,0.467
1969_02,40,1969/02/IMG_0073_2R.tif,0,51,186,827,640,150,таблица,,6.0,3.0,1.0,0.012,0.051,1.0,0.0693,0.709,0.875,13.0,1.0
1969_02,40,1969/02/IMG_0073_2R.tif,1,71,775,823,1058,150,нет,"не таблица: рёбер на месте 58%, букв в краске 24%, колонок 46",46.0,30.0,2.0,0.108,0.014,1.0,0.0392,0.237,0.577,210.0,0.186
1969_02,42,1969/02/IMG_0074_2R.tif,0,45,165,825,671,150,таблица,,8.0,4.0,2.0,0.036,0.023,1.0,0.053,0.602,0.759,22.0,0.955
1969_02,42,1969/02/IMG_0074_2R.tif,1,38,706,844,1069,150,нет,"не таблица: рёбер на месте 66%, букв в краске 5%, колонок 38",38.0,14.0,14.0,0.545,0.011,1.0,0.0083,0.05,0.656,99.0,0.202
1969_02,43,1969/02/IMG_0075_1L.tif,0,118,113,791,573,150,нет,"не таблица: рёбер на месте 30%, букв в краске 33%, колонок 16",16.0,48.0,2.0,0.046,0.009,1.0,0.0394,0.327,0.299,12.0,0.833
1969_02,43,1969/02/IMG_0075_1L.tif,1,66,737,817,1150,150,таблица,,14.0,5.0,2.0,0.055,0.029,1.0,0.051,0.59,0.755,19.0,1.0
1969_02,44,1969/02/IMG_0075_2R.tif,0,55,748,819,1111,150,таблица,,4.0,3.0,0.0,0.0,0.047,1.0,0.0795,0.733,0.458,7.0,1.0
1969_02,55,1969/02/IMG_0081_1L.tif,0,63,360,816,706,150,таблица,,3.0,1.0,1.0,0.021,0.11,1.0,0.0972,0.788,0.857,5.0,1.0
1969_03,10,1969/03/IMG_0108_2R.tif,0,146,851,733,1112,150,таблица,,2.0,2.0,1.0,0.048,0.119,1.0,0.0664,0.616,0.75,6.0,1.0
1969_03,12,1969/03/IMG_0109_2R.tif,0,497,224,815,465,150,таблица,,2.0,3.0,0.0,0.0,0.047,1.0,0.0641,0.595,1.0,9.0,1.0
1969_03,85,1969/03/IMG_0146_1L.tif,0,98,420,783,885,150,таблица,,6.0,2.0,5.0,0.1,0.055,1.0,0.0705,0.705,0.647,8.0,0.875
1969_04,39,1969/04/IMG_0024_1L.tif,0,86,366,813,919,150,нет,"не таблица: рёбер на месте 31%, букв в краске 9%, колонок 45",45.0,79.0,2.0,0.054,0.017,1.0,0.0196,0.089,0.305,7.0,0.857
1969_04,40,1969/04/IMG_0024_2R.tif,0,41,174,814,457,150,таблица,,7.0,3.0,1.0,0.028,0.047,1.0,0.065,0.607,0.756,18.0,0.944
1969_04,79,1969/04/IMG_0044_1L.tif,0,343,85,783,245,150,нет,"не таблица: рёбер на месте 68%, букв в краске 2%, колонок 5",5.0,15.0,7.0,0.844,0.017,1.0,0.0044,0.02,0.682,9.0,0.222
1969_04,80,1969/04/IMG_0044_2R.tif,0,42,618,814,985,150,таблица,,8.0,2.0,2.0,0.03,0.035,1.0,0.0865,0.684,0.643,12.0,0.917
1969_04,81,1969/04/IMG_0045_1L.tif,0,72,778,719,931,150,нет,"не таблица: рёбер на месте 40%, букв в краске 23%, колонок 5",5.0,9.0,1.0,0.045,0.017,1.0,0.0375,0.231,0.405,7.0,0.714
1969_05,10,1969/05/IMG_0059_2R.tif,0,90,738,765,996,150,таблица,,2.0,1.0,12.0,0.276,0.065,1.0,0.067,0.673,1.0,6.0,0.833
1969_05,29,1969/05/IMG_0069_1L.tif,0,54,341,805,628,150,таблица,,9.0,6.0,3.0,0.04,0.044,1.0,0.0813,0.604,0.776,37.0,0.946
1969_05,30,1969/05/IMG_0069_2R.tif,0,45,139,807,397,150,таблица,,7.0,3.0,7.0,0.182,0.033,1.0,0.0483,0.526,0.816,18.0,0.944
1969_05,30,1969/05/IMG_0069_2R.tif,1,477,1233,806,1407,150,таблица,,2.0,2.0,1.0,0.039,0.112,1.0,0.0742,0.563,0.667,5.0,1.0
1969_05,34,1969/05/IMG_0071_2R.tif,0,107,341,746,625,150,таблица,,3.0,2.0,4.0,0.117,0.053,1.0,0.0762,0.67,1.0,12.0,0.917
1969_05,50,1969/05/IMG_0079_2R.tif,0,379,496,802,842,150,таблица,,3.0,3.0,0.0,0.0,0.093,1.0,0.0815,0.69,0.75,12.0,1.0
1969_05,52,1969/05/IMG_0080_2R.tif,0,429,153,800,538,150,таблица,,2.0,1.0,3.0,0.18,0.111,1.0,0.0886,0.711,1.0,6.0,1.0
1969_05,77,1969/05/IMG_0093_1L.tif,0,81,1002,774,1203,150,таблица,,4.0,2.0,6.0,0.247,0.051,1.0,0.0477,0.526,0.545,5.0,1.0
1969_05,78,1969/05/IMG_0093_2R.tif,0,54,701,808,1085,150,таблица,,5.0,2.0,7.0,0.142,0.076,1.0,0.0674,0.7,0.765,8.0,1.0
1969_05,84,1969/05/IMG_0096_2R.tif,0,114,783,740,1038,150,таблица,,3.0,2.0,2.0,0.05,0.042,1.0,0.07,0.64,0.765,8.0,1.0
1969_06,7,1969/06/IMG_0108_1L.tif,0,59,503,812,745,150,таблица,,10.0,1.0,10.0,0.255,0.035,1.0,0.0587,0.588,1.0,12.0,0.833
1969_06,19,1969/06/IMG_0114_1L.tif,0,63,123,812,543,150,таблица,,3.0,4.0,2.0,0.04,0.057,1.0,0.0803,0.704,0.75,10.0,0.9
1969_06,30,1969/06/IMG_0119_2R.tif,0,74,528,803,906,150,таблица,,4.0,2.0,1.0,0.028,0.034,1.0,0.0896,0.73,0.773,10.0,1.0
1969_06,39,1969/06/IMG_0124_1L.tif,0,50,1227,818,1420,150,таблица,,7.0,2.0,2.0,0.029,0.01,1.0,0.0851,0.631,0.865,24.0,1.0
1969_06,40,1969/06/IMG_0124_2R.tif,0,60,803,807,1186,150,таблица,,12.0,4.0,0.0,0.0,0.012,1.0,0.0897,0.637,0.821,47.0,0.957
1969_06,44,1969/06/IMG_0126_2R.tif,0,59,647,808,1198,150,таблица,,28.0,5.0,0.0,0.0,0.011,1.0,0.0756,0.572,0.714,62.0,0.887
1969_06,58,1969/06/IMG_0133_2R.tif,0,74,158,805,803,150,таблица,,14.0,9.0,9.0,0.264,0.019,1.0,0.032,0.468,0.882,53.0,0.981
1969_06,60,1969/06/IMG_0134_2R.tif,0,60,158,801,864,150,таблица,,10.0,8.0,5.0,0.107,0.022,1.0,0.0402,0.562,0.913,64.0,0.891
1969_06,61,1969/06/IMG_0135_1L.tif,0,51,563,820,1015,150,таблица,,8.0,8.0,0.0,0.0,0.044,1.0,0.0602,0.568,0.89,61.0,0.885
1969_06,62,1969/06/IMG_0135_2R.tif,0,68,189,801,639,150,таблица,,7.0,8.0,0.0,0.0,0.033,1.0,0.0573,0.567,0.89,61.0,0.885
1969_06,65,1969/06/IMG_0137_1L.tif,0,212,109,774,1420,150,таблица,,20.0,30.0,1.0,0.027,0.018,1.0,0.044,0.456,0.49,119.0,0.563
1969_06,67,1969/06/IMG_0138_1L.tif,0,119,114,459,1417,150,нет,"не таблица: рёбер на месте 52%, букв в краске 40%, колонок 19",19.0,31.0,4.0,0.164,0.026,1.0,0.0392,0.4,0.519,99.0,0.717
1969_06,68,1969/06/IMG_0138_2R.tif,0,71,122,797,578,150,таблица,,4.0,3.0,1.0,0.028,0.132,1.0,0.076,0.678,0.71,12.0,1.0
1969_07,13,1969/07/IMG_0010_1L.tif,0,122,696,749,961,150,таблица,,3.0,2.0,4.0,0.14,0.054,1.0,0.0425,0.526,0.647,7.0,1.0
1969_08,26,1969/08/IMG_0066_2R.tif,0,50,343,810,633,150,таблица,,14.0,3.0,0.0,0.0,0.031,1.0,0.0724,0.636,0.448,18.0,0.611
1969_08,28,1969/08/IMG_0067_2R.tif,0,60,130,807,901,150,таблица,,5.0,2.0,0.0,0.0,0.03,1.0,0.0696,0.756,0.824,9.0,1.0
1969_08,40,1969/08/IMG_0073_2R.tif,0,56,292,814,817,150,таблица,,8.0,3.0,1.0,0.014,0.053,1.0,0.1008,0.78,0.467,14.0,1.0
1969_08,41,1969/08/IMG_0074_1L.tif,0,57,264,806,668,150,таблица,,8.0,3.0,4.0,0.057,0.032,1.0,0.0677,0.612,0.814,27.0,0.963
1969_08,53,1969/08/IMG_0080_1L.tif,0,124,733,403,1014,150,таблица,,9.0,9.0,3.0,0.675,0.011,1.0,0.0098,0.055,0.8,80.0,0.2
1969_08,54,1969/08/IMG_0080_2R.tif,0,58,203,812,495,150,таблица,,16.0,3.0,3.0,0.047,0.029,1.0,0.0824,0.661,0.877,35.0,0.971
1969_08,56,1969/08/IMG_0081_2R.tif,0,55,277,808,566,150,таблица,,4.0,1.0,10.0,0.177,0.064,1.0,0.0569,0.646,1.0,8.0,1.0
1969_08,56,1969/08/IMG_0081_2R.tif,1,55,774,806,1031,150,таблица,,3.0,1.0,10.0,0.196,0.069,1.0,0.048,0.578,1.0,8.0,1.0
1969_08,56,1969/08/IMG_0081_2R.tif,2,57,1105,808,1392,150,таблица,,3.0,1.0,10.0,0.188,0.069,1.0,0.059,0.637,1.0,8.0,1.0
1969_08,57,1969/08/IMG_0082_1L.tif,0,59,398,811,580,150,таблица,,4.0,3.0,5.0,0.112,0.012,1.0,0.0497,0.49,0.774,15.0,1.0
1969_08,57,1969/08/IMG_0082_1L.tif,1,60,927,812,1077,150,таблица,,7.0,2.0,4.0,0.102,0.051,1.0,0.0592,0.597,0.682,10.0,1.0
1969_11,11,1969/11/IMG_0056_2R.tif,0,58,277,814,509,150,таблица,,8.0,2.0,2.0,0.027,0.04,1.0,0.0569,0.599,0.593,12.0,0.917
1969_11,11,1969/11/IMG_0056_2R.tif,1,61,856,815,1389,150,таблица,,5.0,2.0,0.0,0.0,0.044,1.0,0.0919,0.77,0.593,12.0,0.917
1969_11,12,1969/11/IMG_0057_1L.tif,0,76,606,809,1002,150,таблица,,15.0,2.0,1.0,0.022,0.034,1.0,0.0739,0.694,1.0,21.0,0.952
1969_11,14,1969/11/IMG_0058_1L.tif,0,70,181,808,585,150,таблица,,5.0,2.0,3.0,0.046,0.046,1.0,0.0846,0.71,1.0,15.0,0.933
1969_11,15,1969/11/IMG_0058_2R.tif,0,63,809,813,1293,150,таблица,,6.0,5.0,1.0,0.017,0.047,1.0,0.0622,0.66,1.0,20.0,1.0
1969_11,52,1969/11/IMG_0077_1L.tif,0,115,962,759,1249,150,таблица,,4.0,2.0,8.0,0.188,0.054,1.0,0.0725,0.652,0.706,8.0,0.875
1969_11,62,1969/11/IMG_0082_1L.tif,0,60,800,817,1139,150,таблица,,4.0,1.0,3.0,0.052,0.057,1.0,0.0646,0.712,1.0,6.0,0.833
1969_11,63,1969/11/IMG_0082_2R.tif,0,52,111,799,368,150,таблица,,12.0,1.0,8.0,0.303,0.032,1.0,0.0563,0.567,1.0,14.0,0.929
1969_11,66,1969/11/IMG_0084_1L.tif,0,137,844,485,1029,150,нет,"не таблица: рёбер на месте 50%, букв в краске 19%, колонок 4",4.0,0.0,2.0,0.077,0.007,0.0,0.0275,0.191,0.5,7.0,0.857
1969_11,69,1969/11/IMG_0085_2R.tif,0,26,106,716,549,150,таблица,,4.0,2.0,1.0,0.05,0.049,1.0,0.0625,0.713,0.591,8.0,0.625
1969_11,70,1969/11/IMG_0086_1L.tif,0,66,383,814,557,150,таблица,,3.0,2.0,7.0,0.136,0.043,1.0,0.0593,0.581,0.706,8.0,0.875
1969_11,92,1969/11/IMG_0097_1L.tif,0,46,709,835,1398,150,таблица,,15.0,3.0,4.0,0.089,0.05,1.0,0.0693,0.677,0.778,21.0,0.952
1969_12,51,1969/12/IMG_0126_2R.tif,0,117,860,846,1200,150,таблица,,2.0,2.0,2.0,0.076,0.132,1.0,0.0694,0.703,0.833,7.0,1.0
1969_12,55,1969/12/IMG_0128_2R.tif,0,112,546,858,698,150,таблица,,6.0,1.0,9.0,0.149,0.062,1.0,0.0769,0.636,1.0,10.0,1.0
1970_01,16,1970/01/IMG_0011_2R.tif,0,55,1081,846,1231,150,таблица,,5.0,2.0,7.0,0.324,0.023,1.0,0.0428,0.463,0.636,9.0,1.0
1970_01,17,1970/01/IMG_0012_1L.tif,0,85,128,451,326,150,таблица,,2.0,2.0,2.0,0.075,0.089,1.0,0.0647,0.551,0.75,6.0,1.0
1970_01,18,1970/01/IMG_0012_2R.tif,0,233,251,766,980,150,нет,"не таблица: рёбер на месте 57%, букв в краске 7%, колонок 15",15.0,34.0,11.0,0.456,0.039,1.0,0.0065,0.066,0.57,61.0,0.197
1970_01,19,1970/01/IMG_0013_1L.tif,0,70,1139,835,1483,150,таблица,,7.0,3.0,0.0,0.0,0.082,1.0,0.0742,0.674,0.71,11.0,1.0
1970_01,79,1970/01/IMG_0043_1L.tif,0,111,529,487,761,150,нет,"не таблица: рёбер на месте 54%, букв в краске 8%, колонок 14",14.0,7.0,5.0,0.591,0.066,1.0,0.0115,0.083,0.537,18.0,0.111
1970_01,82,1970/01/IMG_0044_2R.tif,0,129,812,763,1074,150,таблица,,10.0,14.0,0.0,0.0,0.014,1.0,0.0595,0.437,0.461,15.0,0.6
1970_01,82,1970/01/IMG_0044_2R.tif,1,193,1158,704,1320,150,нет,"не таблица: рёбер на месте 39%, букв в краске 12%, колонок 15",15.0,4.0,8.0,0.505,0.023,1.0,0.0194,0.117,0.39,8.0,0.5
1970_01,83,1970/01/IMG_0045_1L.tif,0,104,906,481,1392,150,нет,"не таблица: рёбер на месте 38%, букв в краске 22%, колонок 10",10.0,22.0,2.0,0.134,0.056,1.0,0.031,0.22,0.383,18.0,0.611
1970_01,83,1970/01/IMG_0045_1L.tif,1,517,967,831,1277,150,нет,"не таблица: рёбер на месте 43%, букв в краске 14%, колонок 9",9.0,20.0,3.0,0.192,0.032,1.0,0.0225,0.142,0.426,5.0,0.8
1970_01,84,1970/01/IMG_0045_2R.tif,0,72,627,820,920,150,нет,"не таблица: рёбер на месте 29%, букв в краске 7%, колонок 28",28.0,23.0,12.0,0.553,0.013,1.0,0.0125,0.066,0.292,10.0,0.4
1970_02,11,1970/02/IMG_0059_1L.tif,0,50,604,827,1062,150,таблица,,6.0,3.0,1.0,0.012,0.048,1.0,0.0689,0.653,0.711,15.0,1.0
1970_02,16,1970/02/IMG_0061_2R.tif,0,46,957,832,1423,150,таблица,,15.0,3.0,1.0,0.028,0.032,1.0,0.0791,0.623,0.562,22.0,0.955
1970_02,63,1970/02/IMG_0085_1L.tif,0,169,1209,414,1427,150,таблица,,3.0,1.0,0.0,0.0,0.114,1.0,0.099,0.618,0.7,4.0,1.0
1970_02,63,1970/02/IMG_0085_1L.tif,1,497,1210,717,1429,150,таблица,,3.0,1.0,2.0,0.343,0.127,1.0,0.0691,0.519,0.7,4.0,1.0
1970_02,69,1970/02/IMG_0088_1L.tif,0,102,1138,773,1433,150,таблица,,1.0,2.0,9.0,0.202,0.134,1.0,0.06,0.636,1.0,6.0,1.0
1970_02,71,1970/02/IMG_0089_1L.tif,0,122,172,776,485,150,таблица,,1.0,2.0,6.0,0.14,0.125,1.0,0.0653,0.649,1.0,6.0,1.0
1970_02,72,1970/02/IMG_0089_2R.tif,0,110,899,769,1214,150,таблица,,2.0,2.0,1.0,0.015,0.134,1.0,0.0689,0.675,1.0,6.0,1.0
1970_02,73,1970/02/IMG_0090_1L.tif,0,58,613,829,936,150,таблица,,4.0,2.0,7.0,0.159,0.043,1.0,0.0368,0.535,1.0,12.0,1.0
1970_02,74,1970/02/IMG_0090_2R.tif,0,65,699,545,1164,150,нет,"одна вертикаль и всего 2 ячейки — это колонтитул, а не таблица",1.0,5.0,2.0,0.13,0.021,1.0,0.0173,0.454,0.714,2.0,0.5
1970_02,76,1970/02/IMG_0091_2R.tif,0,53,532,822,792,150,таблица,,4.0,1.0,9.0,0.15,0.066,1.0,0.0605,0.634,1.0,8.0,1.0
1970_02,76,1970/02/IMG_0091_2R.tif,1,50,1093,821,1244,150,таблица,,3.0,1.0,8.0,0.156,0.077,1.0,0.0609,0.571,1.0,8.0,1.0
1970_02,77,1970/02/IMG_0092_1L.tif,0,60,446,822,957,150,таблица,,3.0,1.0,5.0,0.077,0.083,1.0,0.0766,0.771,1.0,8.0,1.0
1970_02,78,1970/02/IMG_0092_2R.tif,0,167,636,437,815,150,таблица,,3.0,2.0,2.0,0.113,0.024,1.0,0.0532,0.569,0.75,6.0,0.667
1970_02,95,1970/02/IMG_0101_1L.tif,0,57,865,830,1240,150,таблица,,3.0,2.0,5.0,0.084,0.103,1.0,0.0759,0.712,1.0,9.0,0.778
1970_03,20,1970/03/IMG_0113_2R.tif,0,69,122,824,663,150,таблица,,13.0,4.0,0.0,0.0,0.021,1.0,0.0556,0.591,0.974,43.0,0.977
1970_03,79,1970/03/IMG_0143_1L.tif,0,58,944,847,1151,150,таблица,,3.0,2.0,5.0,0.119,0.062,1.0,0.0544,0.561,0.647,6.0,0.833
1970_03,80,1970/03/IMG_0143_2R.tif,0,57,194,701,1378,150,нет,"не таблица: рёбер на месте 24%, букв в краске 13%, колонок 78",78.0,39.0,3.0,0.069,0.02,1.0,0.0291,0.134,0.243,7.0,1.0
1970_03,85,1970/03/IMG_0146_1L.tif,0,51,861,858,1441,150,таблица,,4.0,1.0,3.0,0.059,0.047,1.0,0.083,0.796,1.0,6.0,1.0
1970_04,3,1970/04/IMG_0004_2R.tif,0,37,119,875,1468,150,нет,"не таблица: рёбер на месте 29%, букв в краске 44%, колонок 10",10.0,17.0,3.0,0.125,0.087,1.0,0.0376,0.439,0.289,4.0,0.75
1970_04,4,1970/04/IMG_0005_1L.tif,0,64,108,849,1483,150,нет,"одна вертикаль и всего 2 ячейки — это колонтитул, а не таблица",1.0,2.0,0.0,0.0,0.094,0.0,0.0342,0.65,0.714,2.0,1.0
1970_04,41,1970/04/IMG_0023_2R.tif,0,55,1005,851,1403,150,таблица,,3.0,2.0,16.0,0.338,0.06,1.0,0.0582,0.698,0.824,8.0,0.875
1970_05,36,1970/05/IMG_0071_1L.tif,0,61,1044,831,1283,150,таблица,,9.0,3.0,1.0,0.014,0.034,1.0,0.0531,0.534,0.441,11.0,0.818
1970_05,37,1970/05/IMG_0071_2R.tif,0,102,744,777,1204,150,таблица,,7.0,3.0,6.0,0.195,0.025,1.0,0.0438,0.533,0.763,16.0,0.875
1970_05,53,1970/05/IMG_0079_2R.tif,0,51,237,832,500,150,таблица,,10.0,3.0,1.0,0.023,0.047,1.0,0.0608,0.579,0.756,18.0,0.944
1970_05,53,1970/05/IMG_0079_2R.tif,1,108,736,771,942,150,таблица,,3.0,2.0,3.0,0.055,0.056,1.0,0.062,0.587,0.765,8.0,1.0
1970_05,54,1970/05/IMG_0080_1L.tif,0,104,164,780,567,150,таблица,,4.0,1.0,0.0,0.0,0.038,1.0,0.0679,0.679,1.0,10.0,1.0
1970_05,70,1970/05/IMG_0088_1L.tif,0,113,1155,776,1455,150,таблица,,1.0,2.0,10.0,0.233,0.094,1.0,0.0394,0.513,1.0,6.0,1.0
1970_05,73,1970/05/IMG_0089_2R.tif,0,58,261,830,549,150,таблица,,21.0,3.0,3.0,0.037,0.023,1.0,0.0617,0.521,0.69,28.0,1.0
1970_05,78,1970/05/IMG_0092_1L.tif,0,45,523,839,1462,150,таблица,,5.0,2.0,4.0,0.08,0.115,1.0,0.0503,0.681,0.682,10.0,0.5
1970_06,3,1970/06/IMG_0104_2R.tif,0,56,134,874,1460,150,таблица,,11.0,16.0,1.0,0.087,0.081,1.0,0.0546,0.577,0.292,6.0,0.5
1970_06,4,1970/06/IMG_0105_1L.tif,0,61,126,870,1464,150,нет,"одна вертикаль и всего 2 ячейки — это колонтитул, а не таблица",1.0,2.0,0.0,0.0,0.11,0.0,0.0485,0.771,0.714,2.0,1.0
1970_06,24,1970/06/IMG_0115_1L.tif,0,80,985,855,1423,150,таблица,,5.0,3.0,5.0,0.074,0.027,1.0,0.0609,0.658,0.763,18.0,0.889
1970_06,26,1970/06/IMG_0116_1L.tif,0,72,316,861,753,150,таблица,,4.0,2.0,7.0,0.193,0.06,1.0,0.0581,0.667,1.0,12.0,0.917
1970_06,36,1970/06/IMG_0121_1L.tif,0,68,840,464,1080,150,таблица,,3.0,1.0,4.0,0.216,0.091,1.0,0.0731,0.642,1.0,6.0,1.0
1970_06,37,1970/06/IMG_0121_2R.tif,0,77,440,853,838,150,таблица,,5.0,1.0,1.0,0.012,0.051,1.0,0.0857,0.771,1.0,8.0,1.0
1970_06,62,1970/06/IMG_0134_1L.tif,0,74,205,865,711,150,таблица,,11.0,9.0,1.0,0.017,0.076,1.0,0.0533,0.607,0.427,16.0,0.625
1970_06,79,1970/06/IMG_0142_2R.tif,0,79,652,847,1225,150,таблица,,29.0,5.0,0.0,0.0,0.055,1.0,0.0628,0.627,0.641,39.0,1.0
1970_06,80,1970/06/IMG_0143_1L.tif,0,61,220,868,379,150,таблица,,12.0,2.0,1.0,0.029,0.046,1.0,0.059,0.537,0.757,15.0,0.933
1970_06,81,1970/06/IMG_0143_2R.tif,0,89,151,850,500,150,таблица,,13.0,2.0,10.0,0.352,0.013,1.0,0.0652,0.537,0.821,30.0,1.0
1970_06,81,1970/06/IMG_0143_2R.tif,1,86,770,843,1004,150,таблица,,11.0,2.0,5.0,0.133,0.053,1.0,0.0543,0.508,0.703,16.0,1.0
1970_06,82,1970/06/IMG_0144_1L.tif,0,54,143,892,483,150,таблица,,18.0,6.0,1.0,0.011,0.044,1.0,0.0598,0.541,0.549,33.0,1.0
1970_06,82,1970/06/IMG_0144_1L.tif,1,51,1072,888,1468,150,таблица,,5.0,2.0,2.0,0.024,0.057,1.0,0.0481,0.61,0.667,12.0,1.0
1970_06,83,1970/06/IMG_0144_2R.tif,0,84,501,844,1144,150,таблица,,19.0,8.0,0.0,0.0,0.057,1.0,0.0559,0.568,0.732,51.0,0.843
1970_06,86,1970/06/IMG_0146_1L.tif,0,72,738,868,898,150,таблица,,6.0,2.0,16.0,0.352,0.024,1.0,0.0437,0.478,0.594,9.0,0.889
1970_06,87,1970/06/IMG_0146_2R.tif,0,72,182,855,586,150,таблица,,3.0,2.0,0.0,0.0,0.095,1.0,0.0882,0.769,0.75,6.0,1.0
1970_10,2,1970/10/IMG_0004_2R.tif,0,35,91,852,1444,150,таблица,,11.0,21.0,1.0,0.042,0.089,1.0,0.0626,0.598,0.266,5.0,0.6
1970_10,3,1970/10/IMG_0005_1L.tif,0,66,88,822,1436,150,таблица,,2.0,2.0,0.0,0.0,0.129,0.0,0.0507,0.795,0.714,2.0,1.0
1970_10,11,1970/10/IMG_0009_1L.tif,0,73,200,823,658,150,таблица,,8.0,4.0,3.0,0.07,0.047,1.0,0.0817,0.773,0.667,16.0,0.938
1970_10,33,1970/10/IMG_0020_1L.tif,0,57,1266,835,1416,150,таблица,,8.0,2.0,9.0,0.156,0.009,1.0,0.0709,0.669,0.622,10.0,0.9
1970_10,34,1970/10/IMG_0020_2R.tif,0,51,731,835,1190,150,таблица,,10.0,2.0,2.0,0.054,0.057,1.0,0.0486,0.642,1.0,21.0,1.0
1970_10,35,1970/10/IMG_0021_1L.tif,0,73,310,819,633,150,таблица,,6.0,2.0,4.0,0.079,0.044,1.0,0.0503,0.659,1.0,15.0,1.0
1970_10,46,1970/10/IMG_0026_2R.tif,0,53,956,835,1403,150,таблица,,6.0,2.0,4.0,0.121,0.052,1.0,0.0875,0.781,0.688,14.0,1.0
1970_10,47,1970/10/IMG_0027_1L.tif,0,74,592,821,829,150,таблица,,4.0,1.0,1.0,0.016,0.046,1.0,0.06,0.711,1.0,10.0,1.0
1970_10,48,1970/10/IMG_0027_2R.tif,0,44,688,845,1045,150,таблица,,5.0,2.0,6.0,0.129,0.055,1.0,0.0784,0.775,0.667,12.0,0.917
1970_10,59,1970/10/IMG_0033_1L.tif,0,65,850,826,1177,150,таблица,,5.0,1.0,9.0,0.184,0.047,1.0,0.0876,0.776,1.0,12.0,1.0
1970_10,81,1970/10/IMG_0044_1L.tif,0,63,139,831,429,150,таблица,,2.0,1.0,1.0,0.085,0.089,1.0,0.076,0.804,1.0,6.0,1.0
1970_10,85,1970/10/IMG_0046_1L.tif,0,57,875,838,1107,150,таблица,,8.0,3.0,0.0,0.0,0.073,1.0,0.049,0.535,0.525,11.0,1.0
1970_10,85,1970/10/IMG_0046_1L.tif,1,58,1146,835,1321,150,таблица,,8.0,5.0,1.0,0.032,0.033,1.0,0.0594,0.489,0.605,18.0,0.778
1970_10,86,1970/10/IMG_0046_2R.tif,0,47,817,840,996,150,таблица,,17.0,3.0,6.0,0.221,0.013,1.0,0.0749,0.577,0.529,30.0,0.9
1970_11,3,1970/11/IMG_0054_2R.tif,0,31,91,847,1403,150,таблица,,10.0,16.0,2.0,0.062,0.072,1.0,0.063,0.611,0.258,5.0,0.6
1970_11,4,1970/11/IMG_0055_1L.tif,0,34,88,841,1393,150,нет,"одна вертикаль и всего 2 ячейки — это колонтитул, а не таблица",1.0,2.0,0.0,0.0,0.109,0.0,0.0451,0.779,0.714,2.0,1.0
1970_11,26,1970/11/IMG_0066_1L.tif,0,54,1081,843,1418,150,таблица,,5.0,2.0,9.0,0.225,0.051,1.0,0.0742,0.755,0.778,12.0,1.0
1970_11,65,1970/11/IMG_0085_2R.tif,0,50,750,815,1040,150,таблица,,9.0,2.0,12.0,0.213,0.031,1.0,0.0776,0.677,1.0,30.0,1.0
1970_11,67,1970/11/IMG_0086_2R.tif,0,59,404,818,943,150,таблица,,4.0,4.0,2.0,0.027,0.053,1.0,0.0635,0.693,1.0,25.0,1.0
1970_11,68,1970/11/IMG_0087_1L.tif,0,53,392,827,1119,150,таблица,,19.0,8.0,0.0,0.0,0.06,1.0,0.0565,0.627,0.715,40.0,0.925
1970_11,69,1970/11/IMG_0087_2R.tif,0,55,480,819,792,150,таблица,,6.0,2.0,5.0,0.109,0.024,1.0,0.0433,0.639,0.909,13.0,1.0
1970_11,72,1970/11/IMG_0089_1L.tif,0,52,716,834,1195,150,таблица,,5.0,3.0,5.0,0.095,0.033,1.0,0.0656,0.755,0.737,16.0,0.938
1970_11,83,1970/11/IMG_0094_2R.tif,0,118,785,774,1042,150,нет,"не таблица: рёбер на месте 36%, букв в краске 36%, колонок 17",17.0,5.0,1.0,0.026,0.059,1.0,0.0421,0.362,0.357,18.0,0.722
1970_11,86,1970/11/IMG_0096_1L.tif,0,162,410,719,647,150,таблица,,4.0,3.0,6.0,0.308,0.016,1.0,0.0264,0.461,0.773,10.0,1.0
1970_11,88,1970/11/IMG_0097_1L.tif,0,46,325,838,643,150,нет,"не таблица: рёбер на месте 56%, букв в краске 40%, колонок 21",21.0,14.0,3.0,0.126,0.086,1.0,0.0539,0.398,0.565,65.0,0.292
1970_11,92,1970/11/IMG_0099_1L.tif,0,49,788,829,1052,150,таблица,,3.0,2.0,7.0,0.127,0.101,1.0,0.0637,0.687,0.882,10.0,1.0
1970_12,3,1970/12/IMG_0104_2R.tif,0,65,89,813,1401,150,таблица,,17.0,14.0,1.0,0.056,0.103,1.0,0.0624,0.592,0.297,5.0,0.6
1970_12,4,1970/12/IMG_0105_1L.tif,0,45,90,837,1422,150,нет,"одна вертикаль и всего 2 ячейки — это колонтитул, а не таблица",1.0,4.0,0.0,0.0,0.097,0.0,0.0699,0.826,0.462,2.0,1.0
